Index_Place,City,Name_SMEs,General_Category,Specialty,Price_Range,Rating,Goods,Description,Contact
S_53,Surakarta,Suryo Art Craft,Craft,Wayang,>50.000,4.5,Souvenir,Suryo Art Craft menyediakan beragam pilihan boneka wayang tradisional yang khas.,0895320044344
S_54,Surakarta,Handicraft Kaca Lukis,Craft,Kaca Lukis,>50.000,5,Souvenir,Handicraft Kaca Lukis menyediakan beragam pilihan kaca lukis yang indah untuk melengkapi rumah Anda.,Jln. Madyotaman 1 no. 35 Punggawan, Banjarsari - Solo, Kota Surakarta
S_55,Surakarta,Hiasan Dinding Solo,Craft,Hiasan dinding,<25.000,4.5,Daily Needs,Hiasan Dinding Solo menyediakan banyak hiasan dinding dengan print yang berkualitas untuk memperdantik rumah Anda.,https://shopee.co.id/hiasandindingsolo.official?categoryId=100636&entryPoint=ShopByPDP&itemId=5739678599
S_56,Surakarta,Woodycraft.id,Craft,"Kerajinan kayu, wrist rest ",>50.000,4.3,Household Items,"Woodycraft.id menyediakan beragam kerajinan kayu, termasuk wrist rest yang populer untuk menopang tangan Anda saat bekerja di meja.",https://www.instagram.com/woodycraft.id/
S_57,Surakarta,Ucthiq craft,Craft,"Pouch, dompet, tas",25.000-50.000,4.9,Souvenir,"Ucthiq craft enyediakan berbagai macam pouch, dompet, dan tas hasil kerajinan tangan yang berkualitas.",082324717551
S_58,Surakarta,Naura Craft Solo,Craft,"Rajutan, tas, dompet, bros",<25.000,5,Souvenir,Naura Craft Solo menyediakan beragam pilihan hasil rajutan seperti tas dan dompet yang berkualitas dan unik.,081329928029
S_59,Surakarta,Widya Tunggal,Craft,Celengan,<25.000,4.6,Daily Needs,Widya Tunggal menyediakan berbagai macam celengan untuk souvenir.,087836503242
S_60,Surakarta,Solo Ethnic,Craft,Kalung etnik,<25.000,4.9,Souvenir,Solo Ethnic menyediakan kalung etnik dengan beragam varian untuk melengkapi pakaian Anda.,https://www.tokopedia.com/soloethnic
S_61,Surakarta,Rajut Apik,Craft,"Dompet, tas, boneka rajut daur ulang",25.000-50.000,5,Souvenir,"Rajut Apik menyediakan berbagai macam tas, dompet, dan boneka yang unik dengan bahan dasar daur ulang.",https://www.instagram.com/rajut_apik/
S_62,Surakarta,Lentik Handycraft,Craft,"Bantal, Kerajinan flanel",25.000-50.000,4.5,Daily Needs,Lentik Handycraft menyediakan kerajinan flanel berkualitas untuk melengkapi kebutuhan sehari-hari.,https://www.instagram.com/lentikhandycraft/
S_63,Surakarta,Jual Murah.id,Craft,"Celengan kayu jati, kotak tisu",>50.000,4.8,Household Items,Jual Murah.id menyediakan berbagai pilihan celengan kayu jati yang awet sebagai kebutuhan rumah yang esensial.,https://shopee.co.id/devid.iq
S_64,Surakarta,Rafastoresolo,Craft,"Map, kotak pensil, dompet daur ulang",25.000-50.000,4.7,Daily Needs,"Rafastoresolo menyediakan berbagai kerajinan tangan hasil daur ulang seperi map, kotak pensil, dan dompet.",https://shopee.co.id/rafastoresolo
S_65,Surakarta,Ola Store,Fashion,"Kain Lurik, Busana Jawa",>50.000,4.9,Formal Fashion,Ola Store menyediakan beragam pilihan kain lurik serta busana Jawa dengan motif dan warna yang berbeda-beda.,https://www.instagram.com/ola.lurik/
S_66,Surakarta,LC Fashion,Fashion,Pakaian wanita,>50.000,4.7,Formal Fashion,LC Fashion menyediakan pakaian wanita impor dengan model terbaru yang trendi.,081229410006
S_67,Surakarta,Toko Surabaya,Fashion,"Kaos Motif, Kemeja Pria",25.000-50.000,5,Formal Fashion,Toko Surabaya menjual kaos motif dan kemeja pria dengan kualitas yang tinggi. ,(0271) 646772
S_68,Surakarta,Citra Busana,Fashion,Kemeja Batik Pria,>50.000,4.8,Formal Fashion,Citra Busana menjual berbagai kemeja batik pria dengan banyak pilihan motif dan warna yang berbeda-beda.,https://shopee.co.id/citrabusanasolo
S_69,Surakarta,Grosir Kaos Pasar Klewer Solo Putri Srono,Fashion,Kaos,25.000-50.000,5,Casual Fashion,Grosir Kaos Pasar Klewer Solo Putri Srono menyediakan berbagai pilihan kaos dengan harga yang terjangkau untuk grosir.,082137338585
S_70,Surakarta,Ratu Fashion Solo,Fashion,Pakaian wanita,>50.000,4.6,Formal Fashion,Ratu Fashion Solo menyediakan pakaian wanita impor dengan model kekinian.,(0271) 656064
S_71,Surakarta,Pengrajin Blangkon Kaswanto,Fashion,Blangkon,<25.000,4.5,Formal Fashion,Pengrajin Blangkon Kaswanto menyediakan berbagai pilihan blangkon dengan harga yang terjangkau untuk digunakan saat acara-acara adat.,081322815007
S_72,Surakarta,Jaya Busana Solo,Fashion,Daster,25.000-50.000,5,Casual Fashion,Jaya Busana Solo menjual berbagai macam daster dengan kualitas yang baik dan harga yang terjangkau.,085887775158
S_73,Surakarta,Sajadah Batik Tirtomartani Solo,Fashion,"Kemeja Batik, Rok Batik",>50.000,4.4,Formal Fashion,Sajadah Batik Tirtomartani Solo menjual kemeja dan rok batik yang berkualitas dan cocok untuk dikenakan dalam berbagai acara.,Jl. K.H Samanhudi Gg. Latar Ireng 4 No.35B, RT.02/RW.02, Bumi, Kec. Laweyan, Kota Surakarta
S_74,Surakarta,Shafira Solo,Fashion,Baju muslim,>50.000,5,Formal Fashion,"Shafira Solo menjual berbagai macam pakaian muslim mulai dari dress muslim, hijab, hingga pakaian muslim pria dan anak.",089672293829
S_75,Surakarta,Daster Grosir Solo,Fashion,Daster,<25.000,4.8,Casual Fashion,Daster Grosir Solo menjual daster wanita dengan harga yang terjangkau.,https://shopee.co.id/batikanmurah
S_76,Surakarta,Cio Clothing,Fashion,Celana rumah,<25.000,4.7,Casual Fashion,Cio Clothing menjual celana murah dengan harga yang terjangkau dan kualitas yang baik.,https://shopee.co.id/ciobelieve78
B_01,Bali,Sunrise Outlet,Fashion,Kaos streetwear,25.000-50.000,4.6,Casual Fashion,Sunrise Outlet menjual  pakaian streetwear yang trendi dan cocok untuk digunakan anak muda sehari-hari.,081353910086
B_02,Bali,Grosir Baju Barong Bali,Fashion,Baju Barong,<25.000,4.9,Casual Fashion,Grosir Baju Barong Bali menjual baju barong Bali dengan harga yang terjangkau dengan berbagai pilihan warna.,https://shopee.co.id/temangrosir
B_03,Bali,Store_Mallory,Fashion,Kaos Bali,<25.000,4.8,Casual Fashion,Store_Mallory menjual berbagai macam kaos dan celana Bali yang terjangkau.,https://shopee.co.id/store_mallory
B_04,Bali,Sukawati Souvenir,Fashion,"Pakaian wanita, Tie Dye",25.000-50.000,4.9,Casual Fashion,Sukawati Souvenir menyediakan berbagai ragam pakaian wanita kasual yang cocok digunakan untuk sehari-hari.,https://shopee.co.id/sukawatisouvenir
B_05,Bali,Cap Bali,Fashion,"Pakaian tropis wanita, batik",>50.000,4.7,Casual Fashion,Cap Bali menjual berbagai ragam pakaian tropis wanita yang trendi.,https://shopee.co.id/capbali
B_06,Bali,Ni Made Dunung,Fashion,"Kaos Bali, Tie Dye, Tas Rotan",<25.000,5,Casual Fashion,Ni Made Dunung menjual kaos santai Bali dengan harga terjangkau dan dengan berbagai ragam pilihan.,(0361) 298620
B_07,Bali,Taruna Bali Udeng,Fashion,"Rayon, Udeng",>50.000,4.7,Formal Fashion,Taruna Bali Udeng menjual rayon dan udeng khas Bali dengan kualitas yang terjamin.,087853948128
B_08,Bali,Bali Modis,Fashion,"Kaos Wanita, Daster",<25.000,4.9,Casual Fashion,Bali Modis menjual beragam pakaian wanita dengan harga yang terjangkau dan model yang modis.,https://www.instagram.com/modis_fashion/
B_09,Bali,Mason Chocolates,Munchies,Coklat,25.000-50.000,4.9,Snack,Mason Chocolates menjual coklat batangan yang terbuat dari biji coklat asli yang berkualitas tinggi.,https://www.tokopedia.com/masonchocolates
B_10,Bali,Cakelin Bali,Munchies,Kue Bolu,>50.000,5,Snack,Cakelin Bali menyediakan kue bolu manis dengan berbagai varian rasa dan bentuk.,081938800008
B_11,Bali,Bite Bali,Munchies,Croissant,25.000-50.000,4.6,Snack,"Bite Bali menyediakan croissant lezat dengan berbagai topping dan isian. Selain itu, Bite Bali juga menjual berbagai mimuman nikmat serta area dine-in yang nyaman.",085282825517
B_12,Bali,Bali Forages,Munchies,"Beef jerky, keripik daging, dendeng",>50.000,4.9,Snack,Bali Forages menyediakan berbagai keripik daging yang lezat untuk dikonsumsi semua kalangan usia.,082145033567
B_13,Bali,IniTempe Bali,Munchies,Keripik tempe,25.000-50.000,4.9,Snack,IniTempe Bali menyediakan keripik tempe serta camilan berbahan dasar tempe lainnya seperti coklat tempe serta cheese cookies tempe.,081239352948
B_14,Bali,Pia Cinta,Munchies,Pia,25.000-50.000,4.5,Snack,"Pia Cinta menjual pia dengan berbagai varian rasa seperti kacang hijau, nanas, cokelat, durian, keju, dan ubi ungu yang lezat.",081246453772
B_15,Bali,Bali Bon Bon,Munchies,Coklat,<25.000,4.6,Street Snacks,"Bali Bon Bon menyediakan coklat bijian berkualitas dengan berbagai isian seperti dark caramel sea salt dan irish whiskey. Selain itu, Bali Bon Bon juga menjual berbagai coklat batangan.",087866867195
B_16,Bali,Pia Bintang Baturiti,Munchies,Pia,>50.000,4.9,Snack,"Pia Bintang Baturiti menyediakan pia dengan berbagai isian mulai dari coklat, keju, wijen, kopi, kacang hujau, hingga ubi unggu yang nikmat. ",(0361) 413073
B_17,Bali,Poklahsar Taman Grya,Munchies,Keripik ikan,25.000-50.000,3.8,Snack,"Poklahsar Taman Grya menyediakan keripik ikan yang renyah, nikmat, dan alami.",087766939730
B_18,Bali,Warung Adi,F&B,Nasi Campur Ayam Khas Bali,25.000-50.000,4.7,Main Course,Warung Adi menyediakan nasi campur ayam khas Bali dengan berbagai lauk tambahan yang mengenyangkan.,085853261829
B_19,Bali,Nasi Pedas Bu Hanif,F&B,Nasi Pedas,25.000-50.000,4.5,Main Course,"Nasi Pedas Bu Hanif menyediakan nasi pedas dengan tiga varian (biasa, spesial, dan komplit) yang berkualitas dan mengenyangkan.",https://gofood.co.id/id/bali/restaurant/nasi-pedas-ibu-hanif-kuta-24c307dc-a824-4977-9f31-e8be7c8fe484
B_20,Bali,Nasi Jinggo Wikowi,F&B,Nasi Jinggo,<25.000,4.4,Street Food,Nasi Jinggo Wikowi menyediakan nasi campur terjangkau yang lezat dengan sambal yang mantap.,0811395760
B_21,Bali,Warung Liku,F&B,Ayam Betutu,>50.000,4.7,Main Course,Warung Liku menjual ayam betutu serta nasi campur ayam betutu yang dilengkapi dengan sayur segar yang sehat dan berkhasiat.,https://www.instagram.com/warungliku/
B_22,Bali,Nasi Bali Men Weti,F&B,Nasi Campur Ayam Khas Bali,25.000-50.000,4.7,Main Course,Nasi Bali Men Weti menjual nasi campur ayam khas Bali yang lezat dengan kerupuk ayam yang mantap.,087806506611
B_23,Bali,Nasi Tahu Ni Sarti,F&B,Nasi Tahu,<25.000,4.9,Street Food,"Nasi Tahu Ni Sarti menyediakan nasi tahu yang terjangkau dengan tambahan tahu goreng dan kerupuk tahu yang sehat, cocok untuk para vegetarian.",https://gofood.co.id/id/bali/restaurant/nasi-tahu-ni-sarti-sukawati-2e11e20d-44c4-4e4f-82d9-967d821ba9c4
B_24,Bali,Nasi Lawar Nang Etonk,F&B,Lawar Gurita,<25.000,4.6,Street Food,Nasi Lawar Nang Etonk menyediakan lawar gurita serta makanan laut lainnya yang segar dan nikmat.,Jl. Pulau Batam II No.3, Dauh Puri Kauh, Kec. Denpasar Bar., Kota Denpasar
B_25,Bali,Warung Adnyana,F&B,"Nasi Campur, Tipat Kuah",25.000-50.000,4.6,Main Course,Warung Adnyana menyediakan nasi campur dan tipat kuah dengan harga yang terjangkau dan berkualitas.,(0361) 228800
B_26,Bali,Warung 24/7,F&B,Seafood,>50.000,4.4,Main Course,Warung 24/7 menyediakan banyak pilihan makanan laut serta sayur segar yang cocok untuk dimakan bersama keluarga dan teman terdekat.,https://www.instagram.com/warung247/
B_27,Bali,Warung Seafood Garage,F&B,Seafood,>50.000,5,Main Course,"Warung Seafood Garage menyediakan makanan laut dengan berbagai macam bumbu mulai dari bumbu bali, bumbu pedas, cabe garam, hingga bumbu telur asin.",https://www.instagram.com/warung_seafood_garage/
B_28,Bali,Ayam betutu byangde,F&B,Ayam Betutu,>50.000,4.7,Main Course,Ayam betutu byangde menyediakan ayam betutu khas Bali serta nasi campur yang nikmat.,087858013110
B_29,Bali,Betutu Ibu Rai Kalam,F&B,Ayam Betutu,>50.000,4.6,Main Course,Betutu Ibu Rai Kalam menjual ayam betutu lezat yang cocok untuk dinikmati dalam berbagai acara.,087757334372
B_30,Bali,Cak Tris Seafood Nasional,F&B,Seafood,>50.000,4.3,Main Course,"Cak Tris Seafood Nasional menyediakan berbagai macam makanan laut segar dan lezat mulai dari ikan bakar, ikan goreng, hingga udang.",https://gofood.co.id/id/bali/restaurant/seafood-nasional-cak-tris-223574ea-2497-4e12-99b6-0c9d0ffd82f3
B_31,Bali,Uyah Sera,F&B,Nasi Campur Khas Bali,25.000-50.000,4.5,Main Course,Uyah Sera menyediakan nasi campurr khas Bali serta berbagai macam hidangan barat yang lezat.,https://www.instagram.com/uyahsera.nusadua/?hl=en
B_32,Bali,DC Donut Monang Maning,Munchies,Donat,25.000-50.000,4.1,Snack,"DC Donut Monang Maning menyediakan berbagai macam pilihan donat dengan berbagai rasa, serta menyediakan paket donat ulang tahun yang cocok sebagai hadiah.",082144476747
B_33,Bali,Rabbit Hole Bakery,Munchies,Croissant,25.000-50.000,4.6,Snack,"Rabbit Hole Bakery menyediakan berbagai croissant lezat untuk dinikmati. Tidak hanya itu, Rabbit Hole Bakery juga menyediakan tempat yang nyaman untuk bekerja maupun berkumpul dengan teman.",84XV+JRX, Tibubeneng, Kuta Utara, Badung Regency, Bali
B_34,Bali,Taco Thai Tea,Munchies,Thai Tea,Thai Tea,4.6,Street Snacks,"Taco Thai Tea menjual berbagai minuman manis seperti cappucino, thai tea, dan taro serta camilan lezat seperti tacci bite dan pisang aroma keju. Sempurna untuk mengisi perut di tengah hari.",https://gofood.co.id/id/bali/restaurant/taco-thai-tea-tabanan-e0f2fc1e-407e-45e8-b79f-029a5768a909
B_35,Bali,Momma Juices,Munchies,Jus buah,25.000-50.000,4.7,Snack,Momma Juices menyediakan berbagai pilihan jus buah segar serta salad buah segar yang berkhasiat untuk tubuh.,081338863357
B_36,Bali,Cheese Tea Inc,Munchies,Cheese Tea,25.000-50.000,4.8,Snack,Cheese Tea Inc menjual teh dengan atasan cheese cream yang manis dan lezat.,083850393873
B_37,Bali,Bli.Es,Munchies,"Thai Tea, Greentea, yoghurt",<25.000,4.9,Street Snacks,"Bli.Es menjual berbagai minuman berbahan dasar susu, baik susu kedelai, susu sapi, hingga yogurt.",https://gofood.co.id/id/bali/restaurant/bli-es-gunung-batukaru-7b493003-2218-4839-b301-7a66f75c6a32
B_38,Bali,"Sensasi Kopi, Gajah Mada Tabanan",Munchies,Kopi,<25.000,4.7,Street Snacks,"Sensasi Kopi menjual berbagai minuman segar, mulai dari kopi susu hingga matcha latte dan susu rum regal.",https://gofood.co.id/id/bali/restaurant/sensasi-kopi-gajah-mada-tabanan-4087ed93-f3cf-4795-850a-de9a0bb191d4
B_39,Bali,Gamon Coffe,Munchies,Kopi,<25.000,4.6,Street Snacks,"Gamon Coffe menyediakan berbagai macam kopi terjangkau, mulai dari Americano hingga berbagai kopi susu seperti Coffe Latte dan Moccachino.",https://gofood.co.id/id/bali/restaurant/gamon-coffe-5f04f606-1c08-4ab1-920a-dcaee2ec9f99
B_40,Bali,Buchadi Kombucha,Munchies,Kombucha,25.000-50.000,4.8,Snack,Buchadi Kombucha menyediakan berbagai pilihan teh komucha yang berkhasiat bagi tubuh.,https://gofood.co.id/bali/restaurant/buchadi-kombucha-cempaka-b3c481e0-2bea-489f-b7c0-a5aedd5358c0
B_41,Bali,Panko Ubud,Munchies,"Mille crepes, fruit sandwich, pie buah",<25.000,3.7,Street Snacks,"Panko Ubud menyediakan berbagai macam mille crepes, sandwich buah, serta pie buah segar, cocok sebagai hidangan penutup yang manis.",085156033564
B_42,Bali,Gulali Donuts,Munchies,Donat,25.000-50.000,4.3,Snack,"Gulali Donuts menjual donat dengan berbagai macam topping lezat, cocok untuk dijadikan suatu camilan bagi seluruh kalangan usia.",085737322855
B_43,Bali,Masayu Cakes,Munchies,"Pia, Fudgy Brownies",25.000-50.000,4.2,Snack,"Masayu Cakes menjual hidangan-hidangan manis seperti pia, fudgy brownies, kue ulang tahun, serta nastar untuk dinikmati keluarga.",https://www.instagram.com/masayu_cakes/
B_44,Bali,Bli Ketut Ukir,Craft,Papan nama ukiran,>50.000,5,Household Items,Bli Ketut Ukir menyediakan berbagai macam papan nama ukiran dengan ukiran tradisional Bali yang indah.,https://www.tokopedia.com/bliketut-ukir
B_45,Bali,Zenly Bright,Craft,Nampan kayu jati,>50.000,4.9,Household Items,Zenly Bright menjual berbagai macam alat makan serta alat dapur yang terbuat dari kayu jati.,081390431321
B_46,Bali,Bali Miho,Craft,Kap lampu rotan,>50.000,4.9,Household Items,Bali Miho menjual berbagai macam kap lampu rotan yang cocok untuk menghias rumah Anda.,https://www.tokopedia.com/balimiho
B_47,Bali,Karunia Bali Rotan,Craft,Cermin rotan,>50.000,5,Household Items,Karunia Bali Rotan menjual cermin dengan bingkai rotan dalam berbagai bentuk dan ukuran.,087760368659
B_48,Bali,Swaha Craft Shop,Craft,"Piring kayu, nampan kayu, tempat sabun",<25.000,4.8,Daily Needs,"Swaha Craft Shop menjual berbagai macam keperluan sehari-hari antara lain piring kayu, nampan kayu, tempat sabun.",087760126806
B_49,Bali,Tas Rotan Yola,Craft,Tas Rotan,>50.000,4.9,Souvenir,Tas Rotan Yola menjual tas rotan klasik yang cocok untuk digunakan saat menelusuri pantai-pantai tropis Bali.,081239948671
B_50,Bali,Dream Catcher Bali,Craft,Dream Catcher,25.000-50.000,4.9,Souvenir,"Dream Catcher Bali menjual berbagai macam Dream Catcher indah dengan beragam motif, warna, dan ukuran.",https://www.instagram.com/balidreamcatcher
B_51,Bali,Kipas Bee Handycrafts,Craft,Kipas,>50.000,4.8,Household Items,Kipas Bee Handycrafts menjual kipas tangan dengan pilihan motif yang elegan.,081337600700
B_52,Bali,Craft Dewata,Craft,"Gelang Sangadatu Khas Bali, Gelang Manik",<25.000,4.9,Souvenir,Craft Dewata menjual berbagai macam gelang Bali minimalis yang indah untuk dijadikan oleh-oleh.,081339425375
B_53,Bali,Made Sukawati,Craft,Patung Ukiran Kayu,25.000-50.000,4.8,Daily Needs,Made Sukawati menjual papan nama ukiran kustom yang cocok untuk diletakkan di meja kantor.,https://www.tokopedia.com/madesukawati
B_54,Bali,Nyoman Jami Art Shop,Craft,Topeng Barong,>50.000,5,Souvenir,"Nyoman Jami Art Shop menjual berbagai macam kerajinan khas Bali, seperti toping barong dan topeng-topeng Bali lainnya.",https://www.tokopedia.com/nyomanjami
B_55,Bali,Kusuma Silver,Craft,"Gelang, Cincin, Kalung Silver",>50.000,4.8,Souvenir,"Kusuma Silver menjual beragam perhiasan silver, mulai dari gelang, cincin, hingga kalung yang dalam berbagai bentuk dan ukuran.",https://www.tokopedia.com/kusumasilver
B_56,Bali,Manikwangi Jewelry,Craft,Gelang Manik-Manik,25.000-50.000,4.7,Souvenir,Manikwangi Jewelry menjual gelang manik-manik dengan berbagai warna yang cantik dan beragam bentuk.,https://shopee.co.id/manikwangi_jewelry
B_57,Bali,Sukawati Mesari,Craft,"Gelang Jalin, Gelang Kerang, Kalung Kerang",<25.000,4.9,Souvenir,"Sukawati Mesari menjual berbagai macam gelang, kalung kerang, serta dekorasi rumah yang cocok untuk dijadikan oleh-oleh.",085857606146
B_58,Bali,Alesha Ramadhani,Craft,Kipas Tangan khas Bali,<25.000,5,Daily Needs,Alesha Ramadhani menjual berbagai macam kipas tangan dan oleh oleh khas Bali lainnya.,https://www.tokopedia.com/alesharamadhani
BD_01,Bandung,Mr. Quiliting,Fashion,Puffy bag,>50.000,4.7,Casual Fashion,Mr. Quiliting menjual puffy bag kekinian dalam berbagai ukuran dan warna.,08112209099
BD_02,Bandung,WANSSTORE.CO.ID,Fashion,"Sweater, hoodie",>50.000,4.8,Casual Fashion,WANSSTORE.CO.ID menjual berbagai macam hoodie trendi dengan beragam gambar dan warna.,https://shopee.co.id/wansstore.co
BD_03,Bandung,Starverssy.co,Fashion,Pakaian wanita,25.000-50.000,4.9,Formal Fashion,"Starverssy.co menjual berbagai macam atasan formal wanita yang trendi, cocok untuk digunakan sehari-hari untuk pergi ke kantor.",https://shopee.co.id/starverssy.co
BD_04,Bandung,WHSTL. Store,Fashion,Kaos streetwear,>50.000,4.9,Casual Fashion,"WHSTL. Store menjual berbagai macam kaos streetwear yang trendi, cocok untuk digunakan remaja serta dewasa muda sehari-hari.",https://www.tokopedia.com/whstlofficialshop
BD_05,Bandung,Finewale,Fashion,Kaos dan hoodie polos,>50.000,4.8,Casual Fashion,Finewale menjual berbagai macam kaos dan hoodie polos yang cocok digunakan untuk sehari-hari.,081222305675
BD_06,Bandung,ARD Distro BDG,Fashion,Kaos distro,25.000-50.000,4.5,Casual Fashion,"ARD Distro BDG menjual kaos distro terjangkau dengan berbgaai macam gambar dan motif, baik untuk anak maupun untuk orang dewasa.",https://www.tokopedia.com/ard-distro
BD_07,Bandung,Melatechnotic,Fashion,Batik,>50.000,5,Formal Fashion,Melatechnotic menjual berbagai macam baju batik set serta terusan dengan potongan trendi dan modern.,https://www.instagram.com/melatechnotic/
BD_08,Bandung,Maraya Scraft,Fashion,Hijab,>50.000,4.9,Formal Fashion,Maraya Scraft mejual berbagai macam hijab modern dengan motif-motif feminim yang indah dan cantik.,https://www.instagram.com/marayascarf/
BD_09,Bandung,Versuscity,Fashion,Pakaian muslimah,>50.000,4.9,Formal Fashion,"Versuscity menjual pakaian muslim trendi baik untuk wanita, pria, maupun anak-anak.",081322758261
BD_10,Bandung,Toko SundaOkey,Fashion,Iket Sunda,>50.000,4.5,Formal Fashion,Toko SundaOkey menjual berbagai macam iket Sunda berkualitas dengan beragam motif untuk dipilih.,082321263567
BD_11,Bandung,Ki Sunda Motekar,Fashion,Kemeja Koko,>50.000,4.8,Formal Fashion,"Ki Sunda Motekar menjual kemeja koko dengan berbagai warna yang cocok untuk dikenakan pria. Selain itu, juga tersedia beberapa iket Sunda yang terjangkau.",https://www.tokopedia.com/kisundamotekar
BD_12,Bandung,Neng Lina Kebaya,Fashion,Kebaya,>50.000,4.8,Formal Fashion,"Neng Lina Kebaya menyediakan berbagai macam kebaya yang manis, cocok untuk dikenakan saat acara wisuda serta pernikahan keluarga.",08164864457
BD_13,Bandung,Rumah Kebaya Bandung,Fashion,Kebaya,>50.000,4.8,Formal Fashion,"Rumah Kebaya Bandung menjual berbagai macam kebaya wanita yang elegan dan cantik untuk dikenakan dalam berbagai macam acara. Selain itu, Rumah Kebaya Bandung kuga menyediakan berbagai kemeja diandra motif yang cocok untuk pria.",https://shopee.co.id/rumahkebayasongketbandung
BD_14,Bandung,Manonjaya Batik,Fashion,Batik,>50.000,4.6,Formal Fashion,Manonjaya Batik menyediakan berbagai macam kain batik serta kemeja batik dengan beragam jenis dan motif batik.,(022) 4206605
BD_15,Bandung,Cuanki Endos,Munchies,Cuanki,<25.000,4.7,Street Snacks,Cuanki Endos menyediakan pilihan cuanki yang lezat dan terjangkau serta tempat dengan suasana yang nyaman untuk berkumpul bersama teman.,082145123246
BD_16,Bandung,Cuanki Mangdul 24jam,Munchies,Cuanki,<25.000,4.5,Street Snacks,"Cuanki Mangdul 24jam menjual berbagaii macam cuanki lezat, baik yang kering dan basah serta mie yamin yang mengenyangkan.",085974013742
BD_17,Bandung,Seblak Syahrini,Munchies,Seblak,<25.000,4.4,Street Snacks,"Seblak Syahrini menjual seblak serta berbagai macam suki dengan berbagai pilihan cimol, tahu, basreng yang lezat dan mantap.",082121467818
BD_18,Bandung,Seblak Ooh Bama,Munchies,Seblak,<25.000,4.3,Street Snacks,"Seblak Ooh Bama menjual seblak yang terjangkau dengan berbagai macam siomay, batagor, mie, sosis, baso, jamur putih, sayuran, kerupuk, makroni, dan ceker.",089656623196
BD_19,Bandung,Batagor Kiciwis,Munchies,Batagor,<25.000,4.7,Street Snacks,"Batagor Kiciwis menjual batagor lezat dengan berbagai pilihan tahu, pentol, siomai dengan saus kacang pekat dan sayuran yang segar.",https://gofood.co.id/bandung/restaurant/batagor-kiciwis-halmahera-6431b4be-4c13-42d9-add8-18d7e13c985f
BD_20,Bandung,Batagor Asli Juanda,Munchies,Batagor,<25.000,4.6,Street Snacks,Batagor Asli Juanda menjual batagor lezat terjangkau seta menjual bubu kacang ijo campur untuk dimakan sebagai hidangan penutup.,082216697902
BD_21,Bandung,Es Puter Easy,Munchies,Es puter literan,>50.000,4.6,Snack,Es Puter Easy menjual es puter literan dengan berbagai macam rasa yang cocok untuk dibagikan bersama keluarga dan teman terdekat di rumah.,https://gofood.co.id/id/bandung/restaurant/easy-ice-puter-2208865f-6014-4d5d-9459-778d7b28e209
BD_22,Bandung,Fadya Juice & Es Kelapa,Munchies,Jus Buah,<25.000,4.8,Street Snacks,Fadya Juice & Es Kelapa menjual berbagai macam jus buah segar yang sehat dengan harga yang terjangkau.,https://gofood.co.id/id/bandung/restaurant/fadya-juice-es-kelapa-gudang-utara-9ea86ac9-f6b9-4265-8832-8f3e1bee8bb0
BD_23,Bandung,Milktea Kittyew,Munchies,Milk Tea,<25.000,4.9,Street Snacks,Milktea Kittyew menyediakan bubble tea serta minuman teh segar yang cocok untuk dinikmati semua kalangan usia.,085794567279
BD_24,Bandung,Batagor Riri,Munchies,Batagor,<25.000,4.2,Street Snacks,"Batagor Riri menyediakan batagor lezat dengan berbagai pilihan baso, siomay, dan kuah. Selain itu, Batagor Riri juga menyediakan paket frozen untuk dimasak di rumah secara praktis.",(022) 7303349
BD_25,Bandung,Seblak Ramdhan,Munchies,Seblak,<25.000,4.3,Street Snacks,"Seblak Ramdhan menjual seblak pedas yang nikmat, serta menyediakan paketan seblak mentah yang siap dikirim ke mana saja.",085721557418
BD_26,Bandung,Cuanki Wildan,Munchies,Cuanki,<25.000,4.5,Street Snacks,"Cuanki Wildan menjual berbagai pilihan cuanki, baik goreng maupun kuah dengan bumbu kacang yang nikmat dan kuah yang nikmat.",085315847234
BD_27,Bandung,On.loc,F&B,Masakan Indonesia,25.000-50.000,4.3,Main Course,"On.loc menjual berbagai masakan Indonesia termasuk Sop Juanda, Sop Iga, dan Sop Ayam Kampung yang lezat serta tempat makan yang nyaman.",081253949188
BD_28,Bandung,Sekoteng Joss jahe merah,F&B,Sekoteng,<25.000,4.8,Street Food,"Sekoteng Joss jahe merah menjual sekoteng jahe serta sekoteng rendah gula aren yang terjangkau dan berkualitas. Selain itu, Sekoteng Joss jahe merah juga menjual berbagai pilihan STMJ yang nikmat.",089696931686
BD_29,Bandung,Soto Bandung M. Tarya,F&B,Soto,>50.000,4.4,Main Course,"Soto Bandung M. Tarya menjual soto daging khas Bandung dengan porsi besar, dengan aneka ragam hidangan tambahan seperti kerupuk dan telor asin.",081321744560
BD_30,Bandung,Mie Kocok Semar,F&B,Mie Kocok,25.000-50.000,4.4,Main Course,"Sebagai salah satu mitra UMKM Indomaret, Mie Kocok Semar menjual mie kocok lezat yang terjangkau. Selain itu, Mie Kocok Semar juga menyediakan baso sebagai tambahan lauk.",081222992077
BD_31,Bandung,Mie Kocok Kebun Jukut,F&B,Mie Kocok,25.000-50.000,4.4,Main Course,"Mie Kocok Kebun Jukut menjual mie kocok kaki sapi lezat, dihidangkan dengan daging kaki sapi yang kenyal dan kuah panas.",08122452236
